filename,date,title,n_lemmas_total,hawk_density,dove_density,net_score,hawk_z,dove_z,net_z,hawkishness,label,rank
20080110_bernanke_Financial_Markets_the_Economic_Outlook_and_Monetary_Policy.txt,2008-01-10,"Financial Markets, the Economic Outlook, and Monetary Policy",2016,0.010416666666666666,0.020833333333333332,-0.010416666666666666,-0.7130927639683271,0.46319295434354013,-0.7967721977407818,-0.6576859720175497,Dovish,14
20080304_bernanke_Reducing_Preventable_Mortgage_Foreclosures.txt,2008-03-04,Reducing Preventable Mortgage Foreclosures,1751,0.01656196459166191,0.020559680182752713,-0.003997715591090804,0.24353448526429325,0.43127791288338885,-0.19876429571037785,-0.12883590777649115,Neutral,32
20080410_bernanke_Addressing_Weaknesses_in_the_Global_Financial_Markets_The_Re.txt,2008-04-10,Addressing Weaknesses in the Global Financial Markets: The Report of the President's Working Group on Financial Markets,1869,0.01765650080256822,0.012306046013911182,0.0053504547886570365,0.4139189283628122,-0.5313094943384967,0.6721380823879395,0.5391221683630828,Hawkish,58
20080513_bernanke_Liquidity_Provision_by_the_Federal_Reserve.txt,2008-05-13,Liquidity Provision by the Federal Reserve,2237,0.006258381761287439,0.006705409029950827,-0.0004470272686633884,-1.3604053432948269,-1.184488751244923,0.13202801746645723,-0.014629524861148907,Neutral,36
20080515_bernanke_Risk_Management_in_Financial_Institutions.txt,2008-05-15,Risk Management in Financial Institutions,1749,0.02858776443682104,0.006289308176100629,0.022298456260720412,2.1155686756498726,-1.233016882472563,2.2510625335308503,1.8665493638844286,Hawkish,70
20080603_bernanke_Remarks_on_the_economic_outlook.txt,2008-06-03,Remarks on the economic outlook,1367,0.02121433796634967,0.019751280175566936,0.0014630577907827347,0.9677609097844814,0.3369975448665045,0.30997702278685085,0.31358012923494255,Hawkish,49
20080609_bernanke_Outstanding_Issues_in_the_Analysis_of_Inflation.txt,2008-06-09,Outstanding Issues in the Analysis of Inflation,1853,0.010793308148947653,0.011872638963842417,-0.0010793308148947644,-0.6544616756892937,-0.5818559760534642,0.07312080464052255,0.00017170166823100852,Neutral,37
20080708_bernanke_Financial_Regulation_and_Financial_Stability.txt,2008-07-08,Financial Regulation and Financial Stability,2176,0.02803308823529412,0.008272058823529412,0.019761029411764705,2.029223249381234,-1.001776829202323,2.014668566878987,1.681889548487515,Hawkish,69
20080822_bernanke_Reducing_Systemic_Risk.txt,2008-08-22,Reducing Systemic Risk,2072,0.02413127413127413,0.015444015444015444,0.008687258687258687,1.4218350089895246,-0.165341025676702,0.9830043088781655,0.8567267811814641,Hawkish,62
20081007_bernanke_Current_Economic_and_Financial_Conditions.txt,2008-10-07,Current Economic and Financial Conditions,1796,0.02338530066815145,0.0200445434298441,0.0033407572383073493,1.3057106891050438,0.37119963206753315,0.48490889156684563,0.4731399828681188,Hawkish,55
20081014_bernanke_Remarks.txt,2008-10-14,Remarks,307,0.006514657980456026,0.003257328990228013,0.003257328990228013,-1.320511294612529,-1.5866241448707081,0.4771364765699732,0.24774977560938413,Neutral,45
20081015_bernanke_Stabilizing_the_Financial_Markets_and_the_Economy.txt,2008-10-15,Stabilizing the Financial Markets and the Economy,1630,0.023312883435582823,0.020245398773006136,0.0030674846625766868,1.2944376314218042,0.3946245646543071,0.45945003422846387,0.4530877003319869,Hawkish,53
20081031_bernanke_The_Future_of_Mortgage_Finance_in_the_United_States.txt,2008-10-31,The Future of Mortgage Finance in the United States,1912,0.009414225941422594,0.011506276150627616,-0.002092050209205021,-0.8691408718409379,-0.6245833641664812,-0.021227040234217627,-0.08859484930289145,Neutral,34
20081114_bernanke_Policy_Coordination_Among_Central_Banks.txt,2008-11-14,Policy Coordination Among Central Banks,950,0.011578947368421053,0.00631578947368421,0.005263157894736843,-0.532162660314106,-1.2299284776487724,0.664005253243062,0.4539236901925762,Hawkish,54
20081201_bernanke_Federal_Reserve_Policies_in_the_Financial_Crisis.txt,2008-12-01,Federal Reserve Policies in the Financial Crisis,2185,0.014187643020594966,0.021510297482837528,-0.0073226544622425616,-0.12607179600077673,0.5421444988538872,-0.5085251421954747,-0.39224714568337954,Dovish,21
20081204_bernanke_Housing_Mortgage_Markets_and_Foreclosures.txt,2008-12-04,"Housing, Mortgage Markets, and Foreclosures",2180,0.008256880733944955,0.01926605504587156,-0.011009174311926606,-1.0493026761594402,0.28040773364424004,-0.851971910233852,-0.7272274400125108,Dovish,12
20090113_bernanke_The_Crisis_and_the_Policy_Response.txt,2009-01-13,The Crisis and the Policy Response,2880,0.01423611111111111,0.024305555555555556,-0.010069444444444445,-0.11852685730587159,0.8681439514212587,-0.7644239791292515,-0.583698262618794,Dovish,16
20090218_bernanke_Federal_Reserve_Policies_to_Ease_Credit_and_Their_Implicatio.txt,2009-02-18,Federal Reserve Policies to Ease Credit and Their Implications for the Fed's Balance Sheet,2173,0.011965025310630465,0.02024850437183617,-0.008283479061205705,-0.47206261563718893,0.39498675787301785,-0.5980383190183104,-0.4883625641761724,Dovish,19
20090310_bernanke_Financial_Reform_to_Address_Systemic_Risk.txt,2009-03-10,Financial Reform to Address Systemic Risk,2451,0.02284781721746226,0.011015911872705019,0.01183190534475724,1.2220416268046586,-0.6817725331099839,1.2759686153725758,1.059927591762406,Hawkish,66
20090320_bernanke_The_Financial_Crisis_and_Community_Banking.txt,2009-03-20,The Financial Crisis and Community Banking,1985,0.017632241813602016,0.01712846347607053,0.0005037783375314853,0.41014257607409516,0.031109220433914536,0.22060779617248716,0.19988038393755592,Neutral,44
20090403_bernanke_The_Federal_Reserves_Balance_Sheet.txt,2009-04-03,The Federal Reserve's Balance Sheet,2340,0.006837606837606838,0.016666666666666666,-0.009829059829059829,-1.2702384387429355,-0.02274824214972173,-0.7420290585520382,-0.6631730850484173,Dovish,13
20090414_bernanke_Four_Questions_about_the_Financial_Crisis.txt,2009-04-14,Four Questions about the Financial Crisis,2152,0.01254646840148699,0.016263940520446097,-0.0037174721189591076,-0.3815504368331287,-0.06971653623457226,-0.17265600965958305,-0.16149663675271317,Neutral,29
20090507_bernanke_Lessons_of_the_Financial_Crisis_for_Banking_Supervision.txt,2009-05-07,Lessons of the Financial Crisis for Banking Supervision,2012,0.018886679920477135,0.0019880715705765406,0.016898608349900594,0.6054186538426846,-1.734652417469921,1.7479972067487914,1.3626894260204656,Hawkish,67
20090821_bernanke_Reflections_on_a_Year_of_Crisis.txt,2009-08-21,Reflections on a Year of Crisis,3179,0.011638880150990877,0.009122365523749607,0.0025165146272412703,-0.5228330340488877,-0.9026090559324257,0.40812008467233785,0.2626320355186253,Neutral,46
20091008_bernanke_The_Federal_Reserves_Balance_Sheet_An_Update.txt,2009-10-08,The Federal Reserve's Balance Sheet: An Update,2869,0.012199372603694667,0.014987800627396306,-0.0027884280237016387,-0.435582202634382,-0.218547483399708,-0.08610359575933978,-0.1010461049980046,Neutral,33
20091019_bernanke_Asia_and_the_Global_Financial_Crisis.txt,2009-10-19,Asia and the Global Financial Crisis,2160,0.016666666666666666,0.016203703703703703,0.00046296296296296363,0.25983326511569094,-0.07674170842675092,0.21680531875383555,0.18446009743209246,Neutral,43
20091023_bernanke_Financial_Regulation_and_Supervision_after_the_Crisis_The_Ro.txt,2009-10-23,Financial Regulation and Supervision after the Crisis: The Role of the Federal Reserve,2454,0.03300733496332518,0.008964955175224124,0.02404237978810106,2.803555108067223,-0.9209671774771204,2.413531453706691,2.0460179130836784,Hawkish,71
20091116_bernanke_On_the_Outlook_for_the_Economy_and_Policy.txt,2009-11-16,On the Outlook for the Economy and Policy,2077,0.02262879152623977,0.02888781896966779,-0.00625902744342802,1.1879462994401018,1.4025544872854983,-0.40943459693733464,-0.20801426159424372,Neutral,27
20091207_bernanke_Frequently_Asked_Questions.txt,2009-12-07,Frequently Asked Questions,2159,0.023622047244094488,0.020842982862436313,0.002779064381658175,1.3425645940700837,0.4643183392358359,0.43257997320690894,0.43694207601371887,Hawkish,52
20100103_bernanke_Monetary_Policy_and_the_Housing_Bubble.txt,2010-01-03,Monetary Policy and the Housing Bubble,3881,0.01494460190672507,0.01571759855707292,-0.0007729966503478482,-0.008237395478789041,-0.13343415240482195,0.1016597744666017,0.07561884379754487,Neutral,40
20100407_bernanke_Economic_Challenges_Past_Present_and_Future.txt,2010-04-07,"Economic Challenges: Past, Present, and Future",2265,0.015894039735099338,0.008388520971302429,0.007505518763796909,0.1395598487167837,-0.9881943278979242,0.872910026486155,0.6668880677002876,Hawkish,60
20100408_bernanke_Economic_Policy_Lessons_from_History.txt,2010-04-08,Economic Policy:  Lessons from History,1141,0.0026292725679228747,0.0052585451358457495,-0.0026292725679228747,-1.9253421107528248,-1.35323053649236,-0.07127621678630207,-0.21446259701558892,Neutral,26
20100427_bernanke_Achieving_Fiscal_Sustainability.txt,2010-04-27,Achieving Fiscal Sustainability,712,0.021067415730337078,0.014044943820224719,0.007022471910112359,0.9448897949576212,-0.32850899499941466,0.8279079954450678,0.7004355951340345,Hawkish,61
20100525_bernanke_Central_Bank_Independence_Transparency_and_Accountability.txt,2010-05-25,"Central Bank Independence, Transparency, and Accountability",2419,0.007441091360066143,0.01364200082678793,-0.006200909466721786,-1.176295110734936,-0.3755025790832347,-0.4040201594519658,-0.40160423036788906,Dovish,20
20100530_bernanke_The_Policy_Response_to_the_Crisis_in_Korea_and_Other_Emergin.txt,2010-05-30,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,858,0.02097902097902098,0.016317016317016316,0.004662004662004664,0.9311295462552467,-0.0635265243729326,0.6080000930116898,0.5342187212132897,Hawkish,57
20100712_bernanke_Restoring_the_Flow_of_Credit_to_Small_Businesses.txt,2010-07-12,Restoring the Flow of Credit to Small Businesses,997,0.009027081243731194,0.012036108324974924,-0.0030090270812437297,-0.9294069763858702,-0.5627912167881715,-0.10665523699128285,-0.15775699886299388,Neutral,30
20100802_bernanke_Challenges_for_the_Economy_and_State_Governments.txt,2010-08-02,Challenges for the Economy and State Governments,1930,0.00932642487046632,0.02072538860103627,-0.01139896373056995,-0.8828087034113078,0.45060380417532114,-0.8882858110148523,-0.7405661062004937,Dovish,11
