filename,trueskill_mu,trueskill_sigma,hawkishness_phase2,chair_key,date,title
20080603_bernanke_Remarks_on_the_economic_outlook.txt,42.82594480278912,3.3000134318823653,100.0,bernanke,2008-06-03,Remarks on the economic outlook
20080609_bernanke_Outstanding_Issues_in_the_Analysis_of_Inflation.txt,40.75514498414125,3.5834619096120317,93.78620697137603,bernanke,2008-06-09,Outstanding Issues in the Analysis of Inflation
20081007_bernanke_Current_Economic_and_Financial_Conditions.txt,39.927767594671195,3.537359180768231,91.30351800818735,bernanke,2008-10-07,Current Economic and Financial Conditions
20080410_bernanke_Addressing_Weaknesses_in_the_Global_Financial_Markets_The_Re.txt,39.23672969257944,3.243658967953189,89.22993925863132,bernanke,2008-04-10,Addressing Weaknesses in the Global Financial Markets: The Report of the President's Working Group on Financial Markets
20091207_bernanke_Frequently_Asked_Questions.txt,37.91404299248203,3.7548510309612646,85.26098903847654,bernanke,2009-12-07,Frequently Asked Questions
20080822_bernanke_Reducing_Systemic_Risk.txt,37.02422760556629,3.3763896887920435,82.59094406445793,bernanke,2008-08-22,Reducing Systemic Risk
20080110_bernanke_Financial_Markets_the_Economic_Outlook_and_Monetary_Policy.txt,36.03679618397069,3.4122958973356194,79.62798529437201,bernanke,2008-01-10,"Financial Markets, the Economic Outlook, and Monetary Policy"
20110218_bernanke_Global_Imbalances_Links_to_Economic_and_Financial_Stability.txt,34.650810496068026,2.8000079889851337,75.4690955128935,bernanke,2011-02-18,Global Imbalances: Links to Economic and Financial Stability
20080304_bernanke_Reducing_Preventable_Mortgage_Foreclosures.txt,34.57392522244529,2.7658274218058803,75.23838795104295,bernanke,2008-03-04,Reducing Preventable Mortgage Foreclosures
20131108_bernanke_The_Crisis_as_a_Classic_Financial_Panic.txt,33.69960991853993,3.0319689729682247,72.6148536570455,bernanke,2013-11-08,The Crisis as a Classic Financial Panic
20101015_bernanke_Monetary_Policy_Objectives_and_Tools_in_a_Low-Inflation_Envi.txt,33.23724103432551,3.1077425127018983,71.2274358470226,bernanke,2010-10-15,Monetary Policy Objectives and Tools in a Low-Inflation Environment
20080515_bernanke_Risk_Management_in_Financial_Institutions.txt,32.871884949189955,3.7348892211122506,70.13112172030851,bernanke,2008-05-15,Risk Management in Financial Institutions
